name,brand,collection,price_category,gender,movement,case_material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
Big Crown,Oris,Big Crown,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,42 Saat,Bej,Paslanmaz Atelik,114.400₺,01 531 7797 4056-07 8 17 06,,FALSE,19,Yazme (50m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Big Crown Hank Aaron,Oris,Big Crown,Mid-Range,Unisex,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Beyaz,Deri,137.800₺,01 754 7785 4081-Set,,FALSE,19,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Spirit of Big Bang Meca-10 Black Magic,Hublot,Big Bang,Ultra-Luxury,Erkek,Elle Kurmala,Seramik,Ceramic,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,240 Saat,Askelet,Kauasuk,1.346.800₺,614.CI.1170.RX,1980,FALSE,43,Snorkeling (100m),Ultra Laks,45,Atok Bayak (>44mm),Atok Prestijli
Oris Divers Date,Oris,Divers,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,41 Saat,Siyah,Paslanmaz Atelik,145.600₺,01 733 7795 4054-Set,,FALSE,13,Dalaay (200m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Big Crown Pointer Date,Oris,Big Crown,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,120 Saat,Somon,Paslanmaz Atelik,228.800₺,01 403 7799 4068-07 8 20 06,,FALSE,19,Yazme (50m),Premium,40,Orta (36-40mm),Orta Prestij
Big Crown Pointer Date,Oris,Big Crown,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,120 Saat,Yeayil,Deri,215.800₺,01 403 7799 4067-07 6 20 09FC,,FALSE,19,Yazme (50m),Premium,40,Orta (36-40mm),Orta Prestij
T-Race Chronograph,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gri,Silikon,30.280₺,T141.417.37.061.01,1853,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
Captain Cook,Rado,Captain Cook,Luxury,Erkek,Otomatik,Seramik,Ceramic,300m,Diving,Unknown,,Premium Collection,5 Yıl,80 Saat,Siyah,Seramik,315.500₺,R32190153,,FALSE,23,Professyonel Dalaay (300m+),Premium,43,Bayak (40-44mm),Orta Prestij
Centrix Chronograph,Rado,Centrix,Mid-Range,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,,Siyah,Seramik,123.200₺,R30210152,,FALSE,22,Yazme (50m),Orta Segment,41,Bayak (40-44mm),Orta Prestij
True Square,Rado,True Square,Mid-Range,Unisex,Otomatik,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,80 Saat,Askelet,Kauasuk,132.200₺,R27197169,,FALSE,9,Yazme (50m),Orta Segment,38,Orta (36-40mm),Orta Prestij
PRX Powermatic 80,Tissot,T-Classic Collection,Budget,Erkek,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gamaay,Paslanmaz Atelik,39.280₺,T137.407.21.031.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Speedmaster Moonwatch Professional,Omega,Speedmaster,Ultra-Luxury,Erkek,Elle Kurmala,Atelik Altn,Gold,50m,Water Resistant,Switzerland,176,Ultra-Luxury Collection,5 Yıl,50 Saat,Gamaay,Atelik Altn,925.400₺,310.20.42.50.02.001,1848,FALSE,25,Yazme (50m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Supersport Chrono,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Mavi,Deri,23.090₺,T125.617.16.041.00,1853,FALSE,97,Snorkeling (100m),Ekonomik,45.5,Atok Bayak (>44mm),Giriş Seviyesi
Lvcea,Bvlgari,Lvcea,Ultra-Luxury,Women,Otomatik,Atelik Altn,Gold,50m,Water Resistant,Italy,140,Luxury Collection,5 Yıl,42 Saat,Yeayil,Atelik Altn,792.000₺,103731,1884,FALSE,10,Yazme (50m),Ultra Laks,33,Kaaak (<36mm),Atok Prestijli
Superocean Heritage B31,Breitling,Superocean Heritage,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,5 Yıl,78 Saat,Yeayil,Paslanmaz Atelik,317.200₺,AB3111361L1A1,1884,FALSE,29,Dalaay (200m),Premium,42,Bayak (40-44mm),Prestijli
Navitimer GMT,Breitling,Navitimer,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,140,Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,293.800₺,A32310171C1P1,1884,FALSE,22,Ganlak Kullanam (30m),Premium,41,Bayak (40-44mm),Prestijli
Streamliner Tourbillon Skeleton,H. Moser & Cie.,Streamliner,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,120m,Swimming,Unknown,,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Paslanmaz Atelik,4.264.000₺,6814-1200,,TRUE,10,Daiyer,Ultra Laks,40,Orta (36-40mm),Ultra Prestijli
Centrix Chronograph,Rado,Centrix,Mid-Range,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,,Siyah,Paslanmaz Atelik,129.200₺,R30211152,,FALSE,22,Yazme (50m),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Carrera Date,Tag Heuer,Carrera,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,50 Saat,Yeayil,Paslanmaz Atelik,226.200₺,WBN2317.BA0001,,FALSE,35,Yazme (50m),Premium,36,Orta (36-40mm),Prestijli
Carson Premium Automatic Lady,Tissot,T-Classic Collection,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,38 Saat,Gamaay,Paslanmaz Atelik,47.970₺,T122.207.22.036.00,1853,FALSE,160,Yazme (50m),Ekonomik,30,Kaaak (<36mm),Giriş Seviyesi
Seamaster Aqua Terra 150M,Omega,Seamaster,Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,48 Saat,Siyah,Paslanmaz Atelik,320.100₺,220.10.30.20.01.001,1848,FALSE,59,Yazme (50m),Premium,30,Kaaak (<36mm),Atok Prestijli
Octo Finissimo,Bvlgari,Octo,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,60 Saat,Somon,Paslanmaz Atelik,618.000₺,103856,1884,FALSE,16,Snorkeling (100m),Laks,40,Orta (36-40mm),Atok Prestijli
Square Bang Unico Titanium,Hublot,Square Bang,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Kauasuk,1.138.800₺,821.NX.0170.RX,1980,FALSE,4,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
La Grande Classique,Longines,Elegance,Budget,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Atelik Altn,98.000₺,L4.512.2.87.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,29,Kaaak (<36mm),Orta Prestij
Conquest,Longines,Performance,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Pembe,Paslanmaz Atelik,109.000₺,L3.430.4.99.6,1832,FALSE,57,Snorkeling (100m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Superocean Heritage B31,Breitling,Superocean Heritage,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,5 Yıl,78 Saat,Siyah,Kauasuk,301.600₺,AB3111241B1S1,1884,FALSE,29,Dalaay (200m),Premium,42,Bayak (40-44mm),Prestijli
Conquest Classic,Longines,Performance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,86.000₺,L2.286.3.87.7,1832,FALSE,57,Yazme (50m),Ekonomik,30,Kaaak (<36mm),Orta Prestij
Big Crown Pointer Date,Oris,Big Crown,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,120 Saat,Yeayil,Paslanmaz Atelik,228.800₺,01 403 7799 4067-07 8 20 06,,FALSE,19,Yazme (50m),Premium,40,Orta (36-40mm),Orta Prestij
PrimaLuna,Longines,Elegance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Yeayil,Paslanmaz Atelik,84.000₺,L8.115.4.67.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,31,Kaaak (<36mm),Orta Prestij
PRX Powermatic 80,Tissot,T-Classic Collection,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Paslanmaz Atelik,37.780₺,T137.207.11.351.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,35,Kaaak (<36mm),Giriş Seviyesi
Carrera Chronograph,Tag Heuer,Carrera,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Siyah,Paslanmaz Atelik,348.400₺,CBN2A1B.BA0643,,FALSE,35,Snorkeling (100m),Premium,44,Bayak (40-44mm),Prestijli
Captain Cook,Rado,Captain Cook,Luxury,Erkek,Otomatik,Seramik,Ceramic,300m,Diving,Unknown,,Premium Collection,5 Yıl,80 Saat,Yeayil,Seramik,312.500₺,R32189313,,FALSE,23,Professyonel Dalaay (300m+),Premium,43,Bayak (40-44mm),Orta Prestij
Seamaster Aqua Terra,Omega,Seamaster,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Mavi,Kauasuk,494.700₺,220.12.43.22.03.001,1848,FALSE,59,Yazme (50m),Laks,43,Bayak (40-44mm),Atok Prestijli
PRX,Tissot,T-Classic Collection,Budget,Unisex,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Karmaza,Paslanmaz Atelik,20.090₺,T137.210.11.421.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,35,Kaaak (<36mm),Giriş Seviyesi
Conquest Classic,Longines,Performance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,53.000₺,L2.386.4.72.6,1832,FALSE,57,Yazme (50m),Ekonomik,34,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gri,Paslanmaz Atelik,95.000₺,L3.781.4.76.6,1832,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Chemin Des Tourelles Powermatic 80,Tissot,T-Classic Collection,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Paslanmaz Atelik,44.370₺,T139.407.11.048.00,1853,FALSE,160,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Giriş Seviyesi
Flamingo,Tissot,T-Lady Collection,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Sedef,Paslanmaz Atelik,18.890₺,T094.210.11.111.00,1853,FALSE,23,Yazme (50m),Ekonomik,30,Kaaak (<36mm),Giriş Seviyesi
Big Crown Pointer Date 80th Anniversary Edition,Oris,Big Crown,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Yeayil,Deri,137.800₺,01 754 7741 3167-07 5 20 58BR,,FALSE,19,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
PRX Powermatic 80,Tissot,T-Classic Collection,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Paslanmaz Atelik,37.780₺,T137.207.11.041.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,35,Kaaak (<36mm),Giriş Seviyesi
Spirit of Big Bang White Ceramic,Hublot,Big Bang,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,50 Saat,Askelet,Kauasuk,1.294.800₺,642.HX.0170.RX,1980,FALSE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Luminor Due,Panerai,Luminor Due,Luxury,Unisex,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Antrasit,Krokodil,335.000₺,PAM01552,1860,FALSE,17,Yazme (50m),Premium,38,Orta (36-40mm),Atok Prestijli
Submersible QuarantaQuattro,Panerai,Submersible,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Siyah,Kauasuk,483.400₺,PAM01596,1860,FALSE,21,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Atok Prestijli
Conquest,Longines,Performance,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,2 Yıl,,Siyah,Paslanmaz Atelik,48.000₺,L3.760.4.56.6,1832,FALSE,57,Professyonel Dalaay (300m+),Ekonomik,43,Bayak (40-44mm),Orta Prestij
Big Crown Pointer Date,Oris,Big Crown,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,41 Saat,Mavi,Deri,117.000₺,01 754 7785 4065-07 6 20 10,,FALSE,19,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Speedmaster Moonwatch Professional,Omega,Speedmaster,Ultra-Luxury,Erkek,Elle Kurmala,Atelik Altn,Gold,50m,Water Resistant,Switzerland,176,Ultra-Luxury Collection,5 Yıl,50 Saat,Pembe,Atelik Altn,925.400₺,310.20.42.50.99.001,1848,FALSE,25,Yazme (50m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
True Square,Rado,True Square,Mid-Range,Unisex,Otomatik,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,80 Saat,Askelet,Seramik,162.200₺,R27197152,,FALSE,9,Yazme (50m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Italy,140,Luxury Collection,5 Yıl,,Gri,Paslanmaz Atelik,231.000₺,103689,1884,FALSE,14,Ganlak Kullanam (30m),Premium,33,Kaaak (<36mm),Atok Prestijli
Anatom,Rado,Anatom,Mid-Range,Unisex,Otomatik,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,72 Saat,Sara,Kauasuk,180.300₺,R10201259,,FALSE,5,Yazme (50m),Premium,32.5,Kaaak (<36mm),Orta Prestij
Speedmaster Moonphase,Omega,Speedmaster,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Siyah,Krokodil,570.400₺,304.33.44.52.01.001,1848,FALSE,25,Snorkeling (100m),Laks,44,Bayak (40-44mm),Atok Prestijli
Seamaster Planet Ocean,Omega,Seamaster,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,600m,Professional Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Siyah,Kauasuk,756.600₺,215.92.46.22.01.006,1848,FALSE,59,Daiyer,Laks,45.5,Atok Bayak (>44mm),Atok Prestijli
Clifton Moon Phase Date,Baume & Mercier,Clifton,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,120 Saat,Gri,Krokodil,182.200₺,10758,1830,FALSE,16,Yazme (50m),Premium,39,Orta (36-40mm),Orta Prestij
Riviera,Baume & Mercier,Riviera,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Pembe,Paslanmaz Atelik,69.200₺,10812,1830,FALSE,45,Yazme (50m),Ekonomik,33,Kaaak (<36mm),Orta Prestij
Professional Aerospace Evo,Breitling,Professional,Mid-Range,Erkek,Pilli,Titanyum,Titanium,100m,Water Resistant,Switzerland,140,Premium Collection,2 Yıl,,Siyah,Titanyum,218.400₺,E79363101B1E1,1884,FALSE,15,Snorkeling (100m),Premium,43,Bayak (40-44mm),Prestijli
PRX,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Karmaza,Paslanmaz Atelik,20.090₺,T137.410.11.421.00,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Chrono XL,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Dana Derisi,20.390₺,T116.617.36.052.03,1853,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
Superocean,Breitling,Superocean,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Premium Collection,2 Yıl,38 Saat,Siyah,Kauasuk,252.200₺,A17375211B2S3,1884,FALSE,15,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Master Collection,Longines,Watchmaking Tradition,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Paslanmaz Atelik,125.000₺,L2.893.4.79.6,1832,FALSE,54,Ganlak Kullanam (30m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Seamaster Planet Ocean,Omega,Seamaster,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,600m,Professional Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Siyah,Kauasuk,756.600₺,215.92.46.22.01.007,1848,FALSE,59,Daiyer,Laks,45.5,Atok Bayak (>44mm),Atok Prestijli
Square Bang Unico Titanium Blue Ceramic,Hublot,Square Bang,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Kauasuk,1.190.800₺,821.NL.5170.RX,1980,FALSE,4,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,69.200₺,10811,1830,FALSE,45,Yazme (50m),Ekonomik,33,Kaaak (<36mm),Orta Prestij
Conquest,Longines,Performance,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,48.000₺,L3.760.4.96.6,1832,FALSE,57,Professyonel Dalaay (300m+),Ekonomik,43,Bayak (40-44mm),Orta Prestij
Conquest Heritage,Longines,Watchmaking Tradition,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Yeayil,Krokodil,153.000₺,L1.650.4.02.2,1832,FALSE,54,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
DiaStar Original,Rado,DiaStar Original,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,5 Yıl,48 Saat,Pembe,Paslanmaz Atelik,78.100₺,R12170333,,FALSE,3,Snorkeling (100m),Ekonomik,30,Kaaak (<36mm),Orta Prestij
P-Series,Sevenfriday,P-Series,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Unknown,,Entry Collection,2 Yıl,40 Saat,Gamaay,Deri,78.000₺,SF-P1B/01,,FALSE,23,Ganlak Kullanam (30m),Ekonomik,47,Atok Bayak (>44mm),Giriş Seviyesi
Aluminium,Bvlgari,Aluminium,Mid-Range,Erkek,Otomatik,Alaminyum,Other,100m,Water Resistant,Italy,140,Premium Collection,5 Yıl,42 Saat,Beyaz,Kauasuk,148.000₺,103382,1884,FALSE,11,Snorkeling (100m),Orta Segment,40,Orta (36-40mm),Atok Prestijli
DolceVita,Longines,Elegance,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,117.000₺,L5.512.5.71.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,23.3,Kaaak (<36mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Siyah,Paslanmaz Atelik,143.000₺,01 733 7787 4154-07 8 22 04PEB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Carrera Day-Date,Tag Heuer,Carrera,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Karmaza,Paslanmaz Atelik,213.200₺,WDA2113.BA0043,,FALSE,35,Snorkeling (100m),Premium,41,Bayak (40-44mm),Prestijli
Radiomir Bronzo,Panerai,Radiomir,Ultra-Luxury,Erkek,Elle Kurmala,Bronz,Other,100m,Water Resistant,Italy,164,Luxury Collection,8 Yıl,72 Saat,Yeayil,Dana Derisi,909.300₺,PAM00760,1860,FALSE,14,Snorkeling (100m),Ultra Laks,47,Atok Bayak (>44mm),Atok Prestijli
Carrera Day-Date,Tag Heuer,Carrera,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Siyah,Paslanmaz Atelik,223.600₺,WDA2111.BA0043,,FALSE,35,Snorkeling (100m),Premium,41,Bayak (40-44mm),Prestijli
T-Race Chronograph,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Silikon,30.280₺,T141.417.37.051.01,1853,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
PRC 100 Solar,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,3 Yıl,,Siyah,Paslanmaz Atelik,27.590₺,T151.422.33.051.00,1853,FALSE,97,Snorkeling (100m),Ekonomik,39,Orta (36-40mm),Giriş Seviyesi
Riviera,Baume & Mercier,Riviera,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,42 Saat,Sara,Paslanmaz Atelik,340.000₺,10828,1830,FALSE,45,Snorkeling (100m),Premium,41,Bayak (40-44mm),Orta Prestij
Luminor Marina,Panerai,Luminor,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,500m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Beyaz,Krokodil,425.900₺,PAM03314,1860,FALSE,37,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Atok Prestijli
Captain Cook Over-Pole,Rado,Captain Cook,Mid-Range,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,5 Yıl,80 Saat,Gamaay,Paslanmaz Atelik,150.200₺,R32193018,,FALSE,23,Snorkeling (100m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Seastar 1000,Tissot,T-Sport Collection,Budget,Women,Pilli,Atelik Altn,Gold,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,,Sedef,Paslanmaz Atelik,25.190₺,T120.210.22.111.00,1853,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,36,Orta (36-40mm),Giriş Seviyesi
Octo Finissimo,Bvlgari,Octo,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,30m,Splash Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,60 Saat,Gri,Titanyum,730.000₺,102713,1884,FALSE,16,Ganlak Kullanam (30m),Laks,40,Orta (36-40mm),Atok Prestijli
Avenger,Breitling,Avenger,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Luxury Collection,2 Yıl,38 Saat,Yeayil,Paslanmaz Atelik,244.400₺,A17328101L1A1,1884,FALSE,12,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Radiomir Officine,Panerai,Radiomir,Mid-Range,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Luxury Collection,8 Yıl,72 Saat,Beyaz,Dana Derisi,263.200₺,PAM01384,1860,FALSE,14,Snorkeling (100m),Premium,45,Atok Bayak (>44mm),Atok Prestijli
Gentleman Powermatic 80 Silicium,Tissot,T-Classic Collection,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gamaay,Krokodil,41.080₺,T127.407.16.031.01,1853,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
T-Race Chronograph,Tissot,T-Sport Collection,Budget,Erkek,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Silikon,31.480₺,T141.417.37.051.00,1853,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
