name,brand,collection,price,price_category,gender,movement,case material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
Avenger,Breitling,Avenger,244400,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Luxury Collection,2 Yıl,38 Saat,Yeayil,Paslanmaz Atelik,Avenger,244.400₺,A17328101L1A1,1884,344131.2,317200,114878.734,125,-0.28980574,0.5958084,-0.19117105,FALSE,12,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Radiomir Officine,Panerai,Radiomir,263200,Mid-Range,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Luxury Collection,8 Yıl,72 Saat,Beyaz,Dana Derisi,Radiomir Officine,263.200₺,PAM01384,1860,649664.06,473800,466149.7,89,-0.5948675,0.6230539,-0.15714999,FALSE,14,Snorkeling (100m),Premium,45,Atok Bayak (>44mm),Atok Prestijli
Gentleman Powermatic 80 Silicium,Tissot,T-Classic Collection,41080,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gamaay,Krokodil,Gentleman Powermatic 80 Silicium,41.080₺,T127.407.16.031.01,1853,30113.854,26090,13456.789,288,0.36415616,0.13862276,-0.5591053,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
T-Race Chronograph,Tissot,T-Sport Collection,31480,Budget,Erkek,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Silikon,T-Race Chronograph,31.480₺,T141.417.37.051.00,1853,30113.854,26090,13456.789,288,0.045366023,0.10988024,-0.5764777,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
Le Locle Powermatic 80 20Th Anniversary,Tissot,T-Classic Collection,37780,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gamaay,Paslanmaz Atelik,Le Locle Powermatic 80 20Th Anniversary,37.780₺,T006.407.11.033.03,1853,30113.854,26090,13456.789,288,0.25457206,0.12604791,-0.56507707,FALSE,160,Ganlak Kullanam (30m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Swordfish Grillo Alarm GMT,Daiyer Markalar,Diayer Koleksiyonlar,535600,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Ultra-Luxury Collection,2 Yıl,46 Saat,Gamaay,Kauasuk,Swordfish Grillo Alarm GMT,535.600₺,2SWAS-GMT,,535600,535600,,1,0,0.8341317,0.33579355,FALSE,1,Snorkeling (100m),Laks,46,Atok Bayak (>44mm),Ultra Prestijli
Aluminium X Fender®,Bvlgari,Aluminium,190000,Mid-Range,Erkek,Otomatik,Alaminyum,Other,100m,Water Resistant,Italy,140,Premium Collection,,42 Saat,Kahverengi,Kauasuk,Aluminium X Fender®,190.000₺,104117,1884,514079.38,416000,402732.22,63,-0.6304073,0.5245509,-0.28961498,FALSE,11,Snorkeling (100m),Premium,40,Orta (36-40mm),Atok Prestijli
PRX Powermatic 80,Tissot,T-Classic Collection,37780,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Yeayil,Paslanmaz Atelik,PRX Powermatic 80,37.780₺,T137.407.11.091.00,1853,30113.854,26090,13456.789,288,0.25457206,0.12604791,-0.56507707,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Aquis Date,Oris,Aquis,143000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Yeayil,Paslanmaz Atelik,Aquis Date,143.000₺,01 733 7789 4157-07 8 23 04PEB,,177222.78,143000,68706.82,79,-0.19310601,0.41437125,-0.37466764,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,44,Bayak (40-44mm),Orta Prestij
De Ville Prestige,Omega,De Ville,250300,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,176,Luxury Collection,5 Yıl,55 Saat,Mavi,Paslanmaz Atelik,De Ville Prestige,250.300₺,434.10.40.20.03.001,1848,513525.72,401600,458838.5,140,-0.5125853,0.6011976,-0.18049422,FALSE,13,Ganlak Kullanam (30m),Premium,40,Orta (36-40mm),Atok Prestijli
De Ville Prestige,Omega,De Ville,261900,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,176,Luxury Collection,5 Yıl,55 Saat,Mavi,Krokodil,De Ville Prestige,261.900₺,434.13.41.20.03.001,1848,513525.72,401600,458838.5,140,-0.4899963,0.61706585,-0.1595025,FALSE,13,Ganlak Kullanam (30m),Premium,41,Bayak (40-44mm),Atok Prestijli
Clifton,Baume & Mercier,Clifton,131200,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,8 Yıl,120 Saat,Mavi,Krokodil,Clifton,131.200₺,10771,1830,126401.04,120200,54582.965,96,0.03796613,0.37964073,-0.3960213,FALSE,16,Yazme (50m),Orta Segment,39,Orta (36-40mm),Orta Prestij
PRX Powermatic 80,Tissot,T-Classic Collection,37780,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Yeayil,Paslanmaz Atelik,PRX Powermatic 80,37.780₺,T137.407.11.091.01,1853,30113.854,26090,13456.789,288,0.25457206,0.12604791,-0.56507707,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Pioneer Centre Seconds Concept Citrus Green,H. Moser & Cie.,Pioneer,780000,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,120m,Swimming,Unknown,,Ultra-Luxury Collection,2 Yıl,72 Saat,Yeayil,Kauasuk,Pioneer Centre Seconds Concept Citrus Green,780.000₺,3201-1204,,2.2611332e+06,1.456e+06,1.553869e+06,24,-0.65504026,0.9026946,0.7780674,FALSE,7,Daiyer,Ultra Laks,43,Bayak (40-44mm),Ultra Prestijli
Carrera Chronograph,Tag Heuer,Carrera,358800,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Gamaay,Paslanmaz Atelik,Carrera Chronograph,358.800₺,CBS2216.BA0048,,219025.56,179400,138288.27,133,0.63816494,0.7137725,0.015850754,FALSE,35,Snorkeling (100m),Premium,39,Orta (36-40mm),Prestijli
Chemin Des Tourelles Powermatic 80,Tissot,T-Classic Collection,44370,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gamaay,Paslanmaz Atelik,Chemin Des Tourelles Powermatic 80,44.370₺,T139.407.11.038.00,1853,30113.854,26090,13456.789,288,0.47340822,0.15329342,-0.55315155,FALSE,160,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Giriş Seviyesi
Hampton,Baume & Mercier,Hampton,54800,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Gri,Krokodil,Hampton,54.800₺,10795,1830,126401.04,120200,54582.965,96,-0.5664593,0.1748503,-0.53427714,FALSE,16,Yazme (50m),Ekonomik,35,Kaaak (<36mm),Orta Prestij
Aquaracer Professional Solargraph,Tag Heuer,Aquaracer,150800,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,,Pembe,Paslanmaz Atelik,Aquaracer Professional Solargraph,150.800₺,WBP1318.BA0005,,219025.56,179400,138288.27,133,-0.3114959,0.43323353,-0.36055252,FALSE,50,Dalaay (200m),Orta Segment,34,Kaaak (<36mm),Prestijli
Mini Dolcevita,Longines,Elegance,267000,Mid-Range,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gamaay,Atelik Altn,Mini Dolcevita,267.000₺,L5.200.5.71.7,1832,134676.78,131000,52081.965,267,0.9825244,0.6263473,-0.15027338,FALSE,69,Ganlak Kullanam (30m),Premium,21.5,Kaaak (<36mm),Orta Prestij
Conquest,Longines,Performance,109000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gri,Paslanmaz Atelik,Conquest,109.000₺,L3.830.4.72.6,1832,134676.78,131000,52081.965,267,-0.19065483,0.3002994,-0.4361951,FALSE,57,Snorkeling (100m),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Gentleman,Tissot,T-Classic Collection,19790,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Krokodil,Gentleman,19.790₺,T127.410.16.031.01,1853,30113.854,26090,13456.789,288,-0.3428274,0.037125748,-0.5976323,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Seamaster Diver 300M,Omega,Seamaster,314300,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Siyah,Kauasuk,Seamaster Diver 300M,314.300₺,210.32.42.20.01.003,1848,513525.72,401600,458838.5,140,-0.38795665,0.67035925,-0.064677835,FALSE,59,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Atok Prestijli
Seamaster Diver 300M,Omega,Seamaster,314300,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Gri,Kauasuk,Seamaster Diver 300M,314.300₺,210.32.42.20.06.002,1848,513525.72,401600,458838.5,140,-0.38795665,0.67035925,-0.064677835,FALSE,59,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Atok Prestijli
True Square,Rado,True Square,162200,Mid-Range,Unisex,Otomatik,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,80 Saat,Askelet,Seramik,True Square,162.200₺,R27196152,,133908.42,126200,57445.586,95,0.21127558,0.46976048,-0.33992273,FALSE,9,Yazme (50m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Carrera Day-Date,Tag Heuer,Carrera,213200,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Mavi,Paslanmaz Atelik,Carrera Day-Date,213.200₺,WDA2112.BA0043,,219025.56,179400,138288.27,133,-0.026597643,0.5535928,-0.24763153,FALSE,35,Snorkeling (100m),Premium,41,Bayak (40-44mm),Prestijli
Carson Premium Lady Moonphase,Tissot,T-Classic Collection,21290,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,Carson Premium Lady Moonphase,21.290₺,T122.223.11.033.00,1853,30113.854,26090,13456.789,288,-0.29301643,0.05269461,-0.59491783,FALSE,160,Yazme (50m),Ekonomik,32,Kaaak (<36mm),Giriş Seviyesi
Speedmaster Moonphase Co-Axial Master Chronometer Chronograph,Omega,Speedmaster,797300,Ultra-Luxury,Erkek,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Kahverengi,Krokodil,Speedmaster Moonphase Co-Axial Master Chronometer Chronograph,797.300₺,304.23.44.52.13.001,1848,513525.72,401600,458838.5,140,0.55259997,0.9068862,0.80937403,FALSE,25,Snorkeling (100m),Ultra Laks,45,Atok Bayak (>44mm),Atok Prestijli
Savonnette,Tissot,T-Classic Collection,18590,Budget,Unisex,Pilli,Paladyum,Other,,Unknown,Switzerland,171,Entry Collection,2 Yıl,,Beyaz,Paslanmaz Atelik,Savonnette,18.590₺,T83.8.553.13,1853,30113.854,26090,13456.789,288,-0.38267615,0.028742515,-0.59980386,FALSE,160,Belirtilmemiay,Ekonomik,48.5,Atok Bayak (>44mm),Giriş Seviyesi
Constellation,Omega,Constellation,163000,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,176,Luxury Collection,5 Yıl,,Mavi,Paslanmaz Atelik,Constellation,163.000₺,131.10.28.60.03.001,1848,513525.72,401600,458838.5,140,-0.6825865,0.47544912,-0.33847502,FALSE,42,Ganlak Kullanam (30m),Orta Segment,28,Kaaak (<36mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,69200,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Azampanya,Paslanmaz Atelik,Riviera,69.200₺,10810,1830,126401.04,120200,54582.965,96,-0.45253617,0.19371258,-0.5082184,FALSE,45,Yazme (50m),Ekonomik,33,Kaaak (<36mm),Orta Prestij
Big Bang White Diamonds,Hublot,Big Bang,774800,Ultra-Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,50 Saat,Beyaz,Kauasuk,Big Bang White Diamonds,774.800₺,465.SE.2010.RW.1204,1980,842739.1,681200,419912.2,92,-0.08061703,0.90029943,0.7686573,FALSE,43,Snorkeling (100m),Laks,39,Orta (36-40mm),Atok Prestijli
Master Collection,Longines,Watchmaking Tradition,200000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,66 Saat,Antrasit,Krokodil,Master Collection,200.000₺,L2.773.4.61.2,1832,134676.78,131000,52081.965,267,0.485037,0.53532934,-0.27151868,FALSE,54,Ganlak Kullanam (30m),Premium,42,Bayak (40-44mm),Orta Prestij
Submersible QuarantaQuattro Bianco,Panerai,Submersible,483400,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Beyaz,Kauasuk,Submersible QuarantaQuattro Bianco,483.400₺,PAM01595,1860,649664.06,473800,466149.7,89,-0.25592312,0.80449104,0.2413308,FALSE,21,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,162300,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,120 Saat,Sara,Paslanmaz Atelik,Riviera,162.300₺,10822,1830,126401.04,120200,54582.965,96,0.2840084,0.47245508,-0.33974177,FALSE,45,Snorkeling (100m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Seamaster Aqua Terra,Omega,Seamaster,518000,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Mavi,Paslanmaz Atelik,Seamaster Aqua Terra,518.000₺,220.10.43.22.03.002,1848,513525.72,401600,458838.5,140,0.008712876,0.8269461,0.30394402,FALSE,59,Yazme (50m),Laks,43,Bayak (40-44mm),Atok Prestijli
PRX Powermatic 80,Tissot,T-Classic Collection,43770,Budget,Erkek,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Atelik Altn,PRX Powermatic 80,43.770₺,T137.407.33.041.00,1853,30113.854,26090,13456.789,288,0.45348382,0.15,-0.55423737,FALSE,160,Snorkeling (100m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Luminor Chrono,Panerai,Luminor,488200,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,42 Saat,Beyaz,Krokodil,Luminor Chrono,488.200₺,PAM01218,1860,649664.06,473800,466149.7,89,-0.24853468,0.80748504,0.25001702,FALSE,37,Snorkeling (100m),Laks,44,Bayak (40-44mm),Atok Prestijli
Classic Dream Lady,Tissot,T-Classic Collection,14990,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,Classic Dream Lady,14.990₺,T129.210.11.031.00,1853,30113.854,26090,13456.789,288,-0.5022225,0.004491018,-0.60631853,FALSE,160,Yazme (50m),Ekonomik,28,Kaaak (<36mm),Giriş Seviyesi
Big Bang Unico Titanium White,Hublot,Big Bang,982800,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,72 Saat,Askelet,Kauasuk,Big Bang Unico Titanium White,982.800₺,441.NE.2011.RW,1980,842739.1,681200,419912.2,92,0.16619718,0.9299401,1.1450605,FALSE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,165000,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Italy,140,Luxury Collection,5 Yıl,,Beyaz,Paslanmaz Atelik,Bvlgari Bvlgari,165.000₺,104032,1884,514079.38,416000,402732.22,63,-0.67903787,0.47844312,-0.33485577,FALSE,14,Ganlak Kullanam (30m),Orta Segment,23,Kaaak (<36mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,154400,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,48 Saat,Mavi,Paslanmaz Atelik,Riviera,154.400₺,10826,1830,126401.04,120200,54582.965,96,0.22150892,0.44371256,-0.35403785,FALSE,45,Snorkeling (100m),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Superocean,Breitling,Superocean,252200,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Premium Collection,2 Yıl,38 Saat,Siyah,Kauasuk,Superocean,252.200₺,A17375211B2S4,1884,344131.2,317200,114878.734,125,-0.26713997,0.605988,-0.17705593,FALSE,15,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Aquaracer Professional Solargraph,Tag Heuer,Aquaracer,166400,Mid-Range,Erkek,Pilli,Titanyum,Titanium,200m,Swimming,Unknown,,Premium Collection,2 Yıl,,Mavi,Titanyum,Aquaracer Professional Solargraph,166.400₺,WBP1182.BF0000,,219025.56,179400,138288.27,133,-0.24027133,0.48263472,-0.33232227,FALSE,50,Dalaay (200m),Orta Segment,40,Orta (36-40mm),Prestijli
Chemin Des Tourelles Powermatic 80,Tissot,T-Classic Collection,47970,Budget,Erkek,Otomatik,Atelik Altn,Gold,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Gamaay,Atelik Altn,Chemin Des Tourelles Powermatic 80,47.970₺,T139.407.22.038.00,1853,30113.854,26090,13456.789,288,0.5929545,0.16317365,-0.5466369,FALSE,160,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Giriş Seviyesi
Chrono XL Classic,Tissot,T-Sport Collection,26390,Budget,Erkek,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Atelik Altn,Chrono XL Classic,26.390₺,T116.617.33.051.00,1853,30113.854,26090,13456.789,288,-0.12365917,0.09011976,-0.5856887,FALSE,97,Snorkeling (100m),Ekonomik,45,Atok Bayak (>44mm),Giriş Seviyesi
Carrera Chronograph,Tag Heuer,Carrera,358800,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,80 Saat,Siyah,Paslanmaz Atelik,Carrera Chronograph,358.800₺,CBS2210.BA0048,,219025.56,179400,138288.27,133,0.63816494,0.7137725,0.015850754,FALSE,35,Snorkeling (100m),Premium,39,Orta (36-40mm),Prestijli
Seamaster Diver 300M,Omega,Seamaster,506300,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,300m,Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Yeayil,Kauasuk,Seamaster Diver 300M,506.300₺,210.92.42.20.10.001,1848,513525.72,401600,458838.5,140,-0.014070793,0.81856287,0.28277135,FALSE,59,Professyonel Dalaay (300m+),Laks,42,Bayak (40-44mm),Atok Prestijli
Conquest,Longines,Performance,159000,Mid-Range,Women,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Gamaay,Paslanmaz Atelik,Conquest,159.000₺,L3.320.5.72.6,1832,134676.78,131000,52081.965,267,0.18060441,0.45688623,-0.34571356,FALSE,57,Snorkeling (100m),Orta Segment,30,Kaaak (<36mm),Orta Prestij
Laureato Chronograph Aston Martin Edition,Girard-Perregaux,Laureato,1.2688e+06,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,233,Ultra-Luxury Collection,2 Yıl,46 Saat,Yeayil,Titanyum,Laureato Chronograph Aston Martin Edition,1.268.800₺,81020-21-3398-1CM,1791,1.41882e+06,1.0842e+06,956801.9,20,-0.10573575,0.954491,1.6626151,FALSE,17,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Ultra Prestijli
Seamaster Diver 300M,Omega,Seamaster,331700,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Gri,Paslanmaz Atelik,Seamaster Diver 300M,331.700₺,210.30.42.20.06.002,1848,513525.72,401600,458838.5,140,-0.35407326,0.6850299,-0.03319025,FALSE,59,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Atok Prestijli
Seamaster Aqua Terra,Omega,Seamaster,4.6085e+06,Ultra-Luxury,Erkek,Otomatik,Platin,Other,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Gri,Krokodil,Seamaster Aqua Terra,4.608.500₺,220.93.43.22.99.001,1848,513525.72,401600,458838.5,140,7.974234,0.997006,7.70624,TRUE,59,Yazme (50m),Ultra Laks,43,Bayak (40-44mm),Atok Prestijli
Avenger B01 Chronograph Night Mission,Breitling,Avenger,457600,Luxury,Erkek,Otomatik,Seramik,Ceramic,300m,Diving,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Mavi,Deri,Avenger B01 Chronograph Night Mission,457.600₺,SB0146101L1X1,1884,344131.2,317200,114878.734,125,0.3297254,0.7772455,0.1946423,FALSE,12,Professyonel Dalaay (300m+),Laks,42,Bayak (40-44mm),Prestijli
Avenger B01 Chronograph Night Mission,Breitling,Avenger,468000,Luxury,Erkek,Otomatik,Seramik,Ceramic,300m,Diving,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Siyah,Dana Derisi,Avenger B01 Chronograph Night Mission,468.000₺,SB0146101B1X1,1884,344131.2,317200,114878.734,125,0.35994643,0.79011977,0.21346247,FALSE,12,Professyonel Dalaay (300m+),Laks,42,Bayak (40-44mm),Prestijli
Riviera,Baume & Mercier,Riviera,154400,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,48 Saat,Beyaz,Paslanmaz Atelik,Riviera,154.400₺,10827,1830,126401.04,120200,54582.965,96,0.22150892,0.44371256,-0.35403785,FALSE,45,Snorkeling (100m),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Conquest,Longines,Performance,159000,Mid-Range,Women,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Yeayil,Paslanmaz Atelik,Conquest,159.000₺,L3.320.5.02.6,1832,134676.78,131000,52081.965,267,0.18060441,0.45688623,-0.34571356,FALSE,57,Snorkeling (100m),Orta Segment,30,Kaaak (<36mm),Orta Prestij
Laureato Sage Green,Girard-Perregaux,Laureato,837200,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,233,Ultra-Luxury Collection,2 Yıl,46 Saat,Yeayil,Paslanmaz Atelik,Laureato Sage Green,837.200₺,81005-11-3407-1CM,1791,1.41882e+06,1.0842e+06,956801.9,20,-0.4099322,0.91377246,0.8815783,FALSE,17,Snorkeling (100m),Ultra Laks,38,Orta (36-40mm),Ultra Prestijli
Avenger GMT Night Mission,Breitling,Avenger,343200,Luxury,Erkek,Otomatik,Seramik,Ceramic,300m,Diving,Switzerland,140,Luxury Collection,2 Yıl,42 Saat,Siyah,Deri,Avenger GMT Night Mission,343.200₺,S32320101B1X1,1884,344131.2,317200,114878.734,125,-0.002705945,0.6997006,-0.012379492,FALSE,12,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Prestijli
Luminor Due Pastello,Panerai,Luminor Due,382900,Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Yeayil,Paslanmaz Atelik,Luminor Due Pastello,382.900₺,PAM01311,1860,649664.06,473800,466149.7,89,-0.41061845,0.7332335,0.059462864,FALSE,17,Yazme (50m),Premium,38,Orta (36-40mm),Atok Prestijli
Superocean Heritage B20,Breitling,Superocean Heritage,278200,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Yeayil,Paslanmaz Atelik,Superocean Heritage B20,278.200₺,AB2010121L1A1,1884,344131.2,317200,114878.734,125,-0.19158739,0.63383234,-0.13000552,FALSE,29,Dalaay (200m),Premium,42,Bayak (40-44mm),Prestijli
Seamaster Planet Ocean,Omega,Seamaster,622400,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,600m,Professional Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Siyah,Kauasuk,Seamaster Planet Ocean,622.400₺,215.92.46.22.01.004,1848,513525.72,401600,458838.5,140,0.2120133,0.8676647,0.49286953,FALSE,59,Daiyer,Laks,46,Atok Bayak (>44mm),Atok Prestijli
Laureato Chronograph Ice Blue,Girard-Perregaux,Laureato,1.066e+06,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,233,Ultra-Luxury Collection,2 Yıl,46 Saat,Mavi,Paslanmaz Atelik,Laureato Chronograph Ice Blue,1.066.000₺,81020-11-3370-1GM,1791,1.41882e+06,1.0842e+06,956801.9,20,-0.24867143,0.9353293,1.2956219,FALSE,17,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Ultra Prestijli
Formula 1,Tag Heuer,Formula 1,252200,Mid-Range,Erkek,Otomatik,Titanyum,Titanium,200m,Swimming,Unknown,,Premium Collection,2 Yıl,42 Saat,Siyah,Kauasuk,Formula 1,252.200₺,CBZ2084.FT8097,,219025.56,179400,138288.27,133,0.15146376,0.605988,-0.17705593,FALSE,38,Dalaay (200m),Premium,44,Bayak (40-44mm),Prestijli
